token,age_hours,market_cap,liquidity_usd,volume_24h,holders,is_moonshot,chain,entry_price,current_price,top_10_holding_pct,dev_holding_pct,tx_velocity_1m,has_socials,funded_from_cex,label,holder_concentration,velocity_per_holder,dev_to_top10_ratio
myro (MYRO),6,150000.0,40000.0,50000.0,300,True,solana,1e-05,0.00015,38.29770563201687,4.460232775885567,42.048705330806165,1,0,1,0.12723490243194974,166.11295681063123,0.11646214054244419
myro (MYRO),24,800000.0,150000.0,400000.0,1200,True,solana,1e-05,0.0008,13.493564427131046,3.1556931299863145,98.78637239136818,1,0,1,0.011235274294030847,333.0557868442964,0.233866532953102
myro (MYRO),48,3000000.0,500000.0,2000000.0,4000,True,solana,1e-05,0.003,12.272998688284025,3.974056517708242,64.51973374211984,1,0,1,0.0030674828013706637,499.87503124218944,0.32380485147269894
myro (MYRO),168,12000000.0,1500000.0,8000000.0,15000,True,solana,1e-05,0.012,12.336180394137353,2.5131854655259604,31.350411256239504,0,0,1,0.000822357202462326,533.2977801479901,0.20372476609669246
SCAM_0000,35,8537.077650749387,1001.089253522126,828.6509390604905,57,False,solana,1e-05,8.537077650749386e-06,17.16968971838151,12.525191710618316,5.390421135173357,0,1,0,0.29602913307554324,14.287085156215353,0.7294943540231607
SCAM_0001,3,12257.966941729655,1336.9637504887562,502.03392341039057,77,False,solana,1e-05,1.2257966941729658e-05,25.990257265289515,6.670014333973375,13.76596212837584,1,1,0,0.3332084264780707,6.436332351415264,0.2566351793148532
SCAM_0002,25,8159.0546076404335,1679.31512098013,500.0,32,False,solana,1e-05,8.159054607640434e-06,22.27780074568463,20.542938318548735,1.374500217332919,0,0,0,0.6750848710813524,15.151515151515152,0.922125956333725
SCAM_0003,24,3000.0,1000.0,500.0,61,False,solana,1e-05,3e-06,16.649165607921677,16.1680849947161,2.978063057706903,0,0,0,0.2685349291600271,8.064516129032258,0.9711048213762866
SCAM_0004,40,3000.0,1112.474469868297,719.4755062021962,25,False,solana,1e-05,3e-06,29.47411578889518,13.484440184939526,16.198405622090597,0,1,0,1.13361983803443,27.672134853930626,0.4575010928593316
SCAM_0005,1,19083.253772703727,5297.085434520492,768.0294361155994,92,False,solana,1e-05,1.9083253772703728e-05,10.579754426081674,23.12708770189472,4.392348579032339,0,0,0,0.1137608002804481,8.258381033501069,2.185975852397371
SCAM_0006,42,7520.167660803887,1089.2071694153203,532.3169838118304,40,False,solana,1e-05,7.520167660803887e-06,16.685785941408724,7.223949646123026,13.40217604918562,0,1,0,0.40697038881484693,12.983341068581229,0.4329403284362278
SCAM_0007,27,5320.403427991795,1000.0,1190.7248063553066,29,False,solana,1e-05,5.320403427991796e-06,19.654473731747668,14.852502085817182,5.525472839887804,0,0,0,0.6551491243915889,39.690826878510215,0.7556804770137604
SCAM_0008,7,8555.634713578089,3013.7283503089093,715.8113220706721,91,False,solana,1e-05,8.55563471357809e-06,23.24279936868144,5.227072895348382,2.889386462427558,0,0,0,0.25263912357262436,7.7805578485942615,0.22488998903319377
SCAM_0009,44,10100.133124638278,2802.319719516996,1306.8689280337808,66,False,solana,1e-05,1.0100133124638278e-05,36.407038455720546,14.373212839882525,5.620271628989627,0,0,0,0.5433886336674708,19.50550638856389,0.39479214594641954
SCAM_0010,29,26117.256318208067,2908.5069402245335,2803.259417401934,22,False,solana,1e-05,2.6117256318208067e-05,12.986951286334389,6.126065513636747,14.723071705257524,1,1,0,0.5646500559275821,121.8808442348667,0.4717092855820006
SCAM_0011,28,6475.950324774754,1000.0,500.0,37,False,solana,1e-05,6.475950324774755e-06,25.569377536544465,7.376358325361439,17.25823289401943,0,1,0,0.6728783562248544,13.157894736842104,0.28848407883729116
SCAM_0012,37,9001.105043891861,1000.0,914.5772165485312,44,False,solana,1e-05,9.001105043891861e-06,28.6965827544817,7.350524935542097,16.77417742677284,1,1,0,0.6377018389884822,20.323938145522916,0.25614635018303633
SCAM_0013,44,6663.489984563396,4487.227348015013,1304.393510284288,56,False,solana,1e-05,6.663489984563397e-06,6.858016508799909,17.984206042321272,8.546487062750641,0,1,0,0.1203160791017528,22.884096671654174,2.6223626053717366
SCAM_0014,27,73815.46229062261,17143.00946094327,7239.037707826643,62,False,solana,1e-05,7.381546229062262e-05,29.301794076057533,19.920897585308467,13.693617594842276,0,0,0,0.4651078424771037,114.90536044169275,0.6798524872886865
SCAM_0015,40,22552.022055941372,5691.9485384166965,1025.1306777310265,35,False,solana,1e-05,2.2552022055941373e-05,11.82096494749166,16.667375301943192,4.894701612900598,0,1,0,0.3283601374303239,28.47585215919518,1.4099843265392582
SCAM_0016,26,13564.11395634271,1614.5617897364798,900.066810882323,38,False,solana,1e-05,1.356411395634271e-05,7.602063719411181,24.243450969490837,6.5698068749592515,0,1,0,0.19492471075413284,23.07863617646982,3.189061794417524
SCAM_0017,7,31999.80995418198,7685.907154135682,2776.7246050539493,12,False,solana,1e-05,3.199980995418198e-05,42.95542149013333,12.497411590474082,18.030380551901274,0,1,0,3.304263191548718,213.59420038876533,0.2909390981777176
SCAM_0018,16,10951.108914173292,1000.0,689.4850433075004,54,False,solana,1e-05,1.0951108914173293e-05,43.625281322982374,10.714241725637216,1.2470365467039848,0,0,0,0.7931869331451341,12.536091696500007,0.2455970804192205
SCAM_0019,3,4485.004533747791,3969.0305608387534,2035.7100224359929,39,False,solana,1e-05,4.485004533747792e-06,37.33589392465844,22.371982563789206,2.6246620862348937,0,1,0,0.933397348116461,50.89275056089982,0.5992084348732963
SCAM_0020,23,23133.288394058443,5731.2371606697925,3060.7003475354873,36,False,solana,1e-05,2.3133288394058445e-05,17.184550766934827,9.471916770389052,4.949838847774519,0,0,0,0.46444731802526557,82.72163101447264,0.551187918631134
SCAM_0021,6,9144.46382354288,1000.0,619.8319629278317,77,False,solana,1e-05,9.14446382354288e-06,8.906884560255355,24.264450788812226,1.5041118736025747,1,0,0,0.11419082769558148,7.946563627279893,2.7242354632462358
SCAM_0022,24,10444.748206393098,2749.4021481803593,3708.477683612355,36,False,solana,1e-05,1.0444748206393098e-05,32.36932106048628,5.243089493796327,4.447273266706149,1,1,0,0.8748465151482778,100.22912658411771,0.16197712283915244
SCAM_0023,14,8708.629072831789,1024.7398002097536,500.0,96,False,solana,1e-05,8.70862907283179e-06,22.606099749584054,24.39757653415278,12.077789658424152,0,1,0,0.23305257473797994,5.154639175257732,1.0792474952926119
SCAM_0024,2,3000.0,1000.0,500.0,56,False,solana,1e-05,3e-06,9.881529393791153,5.863198239011522,9.00706646125746,0,0,0,0.17336016480335356,8.771929824561404,0.5933492685962345
SCAM_0025,41,12370.394652100142,1000.0,1334.1312854557132,62,False,solana,1e-05,1.2370394652100142e-05,24.807076404450807,22.822862273961423,17.960762510462523,0,0,0,0.3937631175309652,21.176687070725606,0.9200141887315106
SCAM_0026,32,9656.98883416634,2166.4989048083353,1541.306149906641,17,False,solana,1e-05,9.656988834166342e-06,6.375540844608736,15.554022181725998,16.53142767303038,0,1,0,0.3541967135893742,85.62811943925783,2.439639641308094
SCAM_0027,32,35520.136141280105,5771.3929740146295,1040.192919735195,70,False,solana,1e-05,3.5520136141280106e-05,41.372816083151285,24.859295922386007,7.494529682259643,0,1,0,0.582715719481004,14.650604503312604,0.6008606199738209
SCAM_0028,13,19662.842227780096,4331.084178102577,1094.2686133271632,99,False,solana,1e-05,1.9662842227780094e-05,15.351199264000677,6.475931294707977,5.9290452351945575,0,1,0,0.15351199264000676,10.942686133271632,0.42185181645531145
SCAM_0029,15,27141.86411989263,8648.916516316674,4250.198712002681,69,False,solana,1e-05,2.714186411989263e-05,31.50089137415928,16.077085688026415,8.214155755178071,0,1,0,0.45001273391656116,60.71712445718115,0.5103692303991231
SCAM_0030,34,3000.0,1271.9458194330148,654.2110435004139,27,False,solana,1e-05,3e-06,17.46844304357644,24.38605071238198,12.215603907781347,1,1,0,0.6238729658420157,23.364680125014782,1.396005966310392
SCAM_0031,25,14921.265686533512,1214.336216374985,500.0,42,False,solana,1e-05,1.4921265686533512e-05,25.802720847112433,15.461956883402976,6.093209175634649,0,0,0,0.6000632755142427,11.627906976744185,0.5992374592749229
SCAM_0032,41,24339.826010969096,1227.7298588801125,1868.7810119446171,42,False,solana,1e-05,2.4339826010969095e-05,26.868411173731186,17.58797276270525,12.858829249133546,0,1,0,0.6248467714821206,43.460023533595745,0.6545966804038689
SCAM_0033,8,3000.0,1000.0,500.0,78,False,solana,1e-05,3e-06,12.394178221021082,18.914973779692343,8.778821391633569,0,1,0,0.15688833191165927,6.329113924050633,1.526117620778244
SCAM_0034,31,3000.0,1000.0,500.0,85,False,solana,1e-05,3e-06,43.783385110582344,14.090821295355465,11.488896436187625,0,0,0,0.5091091291928179,5.813953488372093,0.321830330374065
SCAM_0035,12,8488.425476833794,1501.2137463174613,897.4443427204073,49,False,solana,1e-05,8.488425476833794e-06,36.00531293444458,17.55116160168127,9.286404053571017,0,1,0,0.7201062586888917,17.948886854408148,0.48746032656762284
SCAM_0036,3,8462.754988264107,1000.0,1748.0677239779393,42,False,solana,1e-05,8.462754988264108e-06,42.579957662567566,16.686286238462003,6.594849431296436,1,0,0,0.9902315735480829,40.65273776692882,0.3918812313131817
SCAM_0037,41,3000.0,1396.1843508004758,908.6722563238714,19,False,solana,1e-05,3e-06,40.79309401710595,23.02316020981978,19.020612832280978,0,1,0,2.0396547008552974,45.433612816193566,0.5643886732298606
SCAM_0038,24,36310.00266097101,6987.782290363816,742.1429742560704,54,False,solana,1e-05,3.631000266097101e-05,28.915999152443405,5.908927606829158,15.508510089035456,1,1,0,0.5257454391353347,13.493508622837643,0.20434803499174625
SCAM_0039,1,4135.14013759453,1000.0,500.0,92,False,solana,1e-05,4.13514013759453e-06,41.87496940092467,10.619263791844606,3.6621503395625985,0,1,0,0.45026848818198567,5.376344086021505,0.2535945445098408
SCAM_0040,4,3747.768044860419,2239.723191230796,500.0,14,False,solana,1e-05,3.747768044860419e-06,8.53970008207678,24.008229681531176,17.500891542060344,0,1,0,0.5693133388051187,33.333333333333336,2.811366845202041
SCAM_0041,21,22763.80274228603,4196.035292848566,1685.2622459556485,22,False,solana,1e-05,2.2763802742286033e-05,12.839314496765809,22.805275677818326,10.26119276674076,0,1,0,0.5582310650767743,73.27227156328907,1.776206641077817
SCAM_0042,10,3000.0,1000.0,500.0,59,False,solana,1e-05,3e-06,6.809091556421523,14.11313505571426,17.996492310987737,0,1,0,0.11348485927369205,8.333333333333334,2.072689864234788
SCAM_0043,26,3722.312648395795,1966.399889013128,500.0,18,False,solana,1e-05,3.722312648395795e-06,18.013213230530575,17.402651956030734,16.19724986299899,1,1,0,0.9480638542384513,26.31578947368421,0.9661048105270243
SCAM_0044,45,15822.085487655,1000.0,559.6486873844856,30,False,solana,1e-05,1.5822085487655002e-05,20.54709158757928,10.547623659622653,9.079056584915435,1,0,0,0.6628094060509445,18.053183464015664,0.5133390102512296
SCAM_0045,7,21086.929538897548,3973.850602566891,1706.452933345961,57,False,solana,1e-05,2.108692953889755e-05,15.853961270955836,8.762423194475225,1.4269168580822305,0,1,0,0.2733441598440661,29.42160229906829,0.5526961397322906
SCAM_0046,39,86719.88555925034,14434.454774198412,8226.706173054356,25,False,solana,1e-05,8.671988555925035e-05,38.14950036607718,14.273968098799642,6.1048698283139755,0,0,0,1.467288475618353,316.411775886706,0.37415871666612976
SCAM_0047,21,3301.1551335340537,1000.0,500.0,90,False,solana,1e-05,3.3011551335340543e-06,19.270133067743572,12.067044560521056,11.291050078556472,0,1,0,0.21175970404113814,5.4945054945054945,0.6262045268433549
SCAM_0048,19,7428.30952047864,2136.567869858306,773.1056481298443,10,False,solana,1e-05,7.42830952047864e-06,16.23738038749523,16.67312223701744,13.036086176696799,1,1,0,1.4761254897722935,70.28233164816767,1.0268357233800443
SCAM_0049,42,10910.381379602451,1546.5510011506308,2475.70659273301,73,False,solana,1e-05,1.0910381379602451e-05,26.70784332632994,6.554692739299696,5.899866023230843,0,1,0,0.36091680170716134,33.45549449639203,0.24542201550929152
SCAM_0050,37,33428.56237682918,3241.6230657043748,1180.2130654865005,35,False,solana,1e-05,3.342856237682918e-05,10.636968998990506,24.48789615332333,3.6477654073836585,0,0,0,0.2954713610830696,32.7836962635139,2.3021498091557087
SCAM_0051,15,18126.84784301322,5565.430588261823,3485.300507916043,14,False,solana,1e-05,1.8126847843013223e-05,37.08787923016159,24.72421488959206,16.863674499186683,0,0,0,2.4725252820107726,232.35336719440286,0.6666386809418463
SCAM_0052,29,37917.38231190301,7112.841434579787,2823.3254757360996,11,False,solana,1e-05,3.791738231190302e-05,7.982025747190833,18.963234280394904,19.70364143336749,0,1,0,0.6651688122659027,235.2771229780083,2.3757420582980475
SCAM_0053,6,32009.852787861524,8246.495745304112,1107.27843394093,67,False,solana,1e-05,3.200985278786153e-05,44.47547746402069,15.721927326882408,10.98811346375103,0,0,0,0.6540511391767749,16.283506381484266,0.3534965383844946
SCAM_0054,8,3000.0,1000.0,500.0,69,False,solana,1e-05,3e-06,35.889790771866295,11.190552325726555,4.261906431117766,0,0,0,0.5127112967409471,7.142857142857143,0.3118032199337014
SCAM_0055,44,112653.90308592988,26008.77286099978,8847.318544741984,27,False,solana,1e-05,0.0001126539030859,12.948627261366896,21.275900394138972,6.17383920386801,1,0,0,0.4624509736202463,315.97566231221373,1.6431008448265367
SCAM_0056,30,111117.30699262372,16836.76609745015,3802.425597332533,86,False,solana,1e-05,0.0001111173069926,5.220884684944096,18.694623451077586,1.349422854401868,0,1,0,0.06001016879246087,43.706041348649805,3.5807386248939963
SCAM_0057,19,4389.081061122386,1000.0,500.0,89,False,solana,1e-05,4.389081061122387e-06,37.618457138193364,8.252338786897827,18.371677324649482,0,1,0,0.4179828570910374,5.555555555555555,0.2193694110410499
SCAM_0058,22,10033.382412428957,1000.0,870.2670968605296,67,False,solana,1e-05,1.0033382412428957e-05,33.274293753904686,23.21854368987685,3.2372705749126816,1,0,0,0.48932784932212775,12.798045542066612,0.6977922314716116
SCAM_0059,36,3000.0,1000.0,500.0,51,False,solana,1e-05,3e-06,34.160286721639494,21.45074485846338,11.953813034770818,0,0,0,0.6569285908007595,9.615384615384615,0.6279439347986224
SCAM_0060,16,3000.0,1000.0,500.0,23,False,solana,1e-05,3e-06,35.85081386743783,23.99599826583848,6.207049193056914,1,0,0,1.493783911143243,20.833333333333332,0.6693292474167223
SCAM_0061,23,3000.0,1000.0,500.0,68,False,solana,1e-05,3e-06,7.961786069363614,19.5143901677672,11.529382047800075,0,1,0,0.1153882039038205,7.246376811594203,2.451006595166652
SCAM_0062,5,3000.0,1504.3154664109543,1233.632462395382,6,False,solana,1e-05,3e-06,19.338629141770905,17.268303918715798,13.37698737868542,0,1,0,2.762661305967272,176.233208913626,0.8929435375811512
SCAM_0063,16,23602.589655427713,5682.137095873417,1604.436264584033,26,False,solana,1e-05,2.360258965542772e-05,9.634762381005189,13.364860725812377,16.76509427043683,1,0,0,0.3568430511483403,59.42356535496419,1.3871500090935174
SCAM_0064,23,7886.563555039751,2410.8360456577875,610.9611124835088,42,False,solana,1e-05,7.88656355503975e-06,39.52413703502374,23.654569667080267,4.922004163451461,0,0,0,0.9191659775586917,14.208397964732763,0.5984841527474877
SCAM_0065,28,3000.0,1000.0,500.0,7,False,solana,1e-05,3e-06,29.931925073102317,22.321277790008168,1.2089207445111292,0,0,0,3.7414906341377896,62.5,0.7457347876806284
SCAM_0066,33,16390.25549195082,8468.513935557463,1830.6111466187256,12,False,solana,1e-05,1.6390255491950818e-05,18.235920994105967,5.904373402123788,3.600826971307338,0,1,0,1.4027631533927667,140.81624204759427,0.32377708829229757
SCAM_0067,22,7984.998395997374,6041.31689426173,1287.631647884667,89,False,solana,1e-05,7.984998395997376e-06,7.542334011440945,5.5273394899450405,18.100354195113997,0,1,0,0.08380371123823273,14.307018309829633,0.7328420460865022
SCAM_0068,38,9367.184904481812,1000.0,500.0,82,False,solana,1e-05,9.367184904481814e-06,17.439292868626488,12.529267337560992,17.60391147368779,0,0,0,0.21011196227260828,6.024096385542169,0.7184504229172534
SCAM_0069,17,27983.335162363102,8960.103108240262,3099.5705519784624,19,False,solana,1e-05,2.7983335162363103e-05,18.007332881069882,21.211066615636657,12.350848941235858,0,0,0,0.9003666440534941,154.9785275989231,1.1779127289170497
SCAM_0070,34,5222.883879472601,1000.0,1043.0038741889978,96,False,solana,1e-05,5.222883879472601e-06,34.18424713352256,24.74552258629889,12.409820348239414,1,0,0,0.3524149189022944,10.75261725968039,0.7238867215334536
SCAM_0071,16,3000.0,1000.0,500.0,52,False,solana,1e-05,3e-06,30.502298854208526,8.008337822070564,13.635696816378854,0,1,0,0.5755150727209156,9.433962264150944,0.2625486642854485
SCAM_0072,9,32363.422775336538,11022.296669972944,1446.234314671991,97,False,solana,1e-05,3.236342277533654e-05,40.48850970305306,16.8826143070427,4.332054293845542,0,0,0,0.413148058194419,14.75749300685705,0.4169729740720164
SCAM_0073,14,8405.506687367824,2385.464717335566,775.2274295334613,27,False,solana,1e-05,8.405506687367825e-06,23.888597006477973,12.61781713262043,18.373826972574236,0,1,0,0.8531641788027847,27.686693911909334,0.5281941475537726
SCAM_0074,2,3039.798399518659,1909.0082116839792,1454.739014724782,86,False,solana,1e-05,3.0397983995186594e-06,9.783769837532068,24.398287956292066,8.95663997294939,0,1,0,0.11245712456933411,16.72113810028485,2.493751218492761
SCAM_0075,38,7116.859070879269,1000.0,652.3054294041207,16,False,solana,1e-05,7.11685907087927e-06,33.5297914889198,21.842378462714173,8.279632036740452,0,0,0,1.9723406758188116,38.3709076120071,0.651431980102851
SCAM_0076,5,3000.0,1000.0,500.0,41,False,solana,1e-05,3e-06,35.4314019446759,21.766574094222758,10.859436400373912,1,0,0,0.843604808206569,11.904761904761905,0.6143300264436526
SCAM_0077,38,32825.36368504769,1000.0,657.1965285967993,23,False,solana,1e-05,3.282536368504769e-05,27.45108790277985,14.373863195899405,1.8923533687260459,0,0,0,1.1437953292824938,27.383188691533306,0.5236172513920736
SCAM_0078,11,3144.256327225911,1265.2319401015554,777.4842992108523,19,False,solana,1e-05,3.1442563272259115e-06,35.83868719818244,13.296390046753304,4.159384006365508,0,1,0,1.791934359909122,38.874214960542616,0.37100661564011267
SCAM_0079,14,44949.72477567048,3824.0404503883633,4632.5796256674275,82,False,solana,1e-05,4.494972477567048e-05,24.75182385457563,10.468141438614126,15.022638712101038,0,1,0,0.29821474523585095,55.81421235743888,0.42292404388842875
SCAM_0080,3,24485.557813729574,6320.197239454996,1844.218559784191,28,False,solana,1e-05,2.4485557813729577e-05,25.909313175279763,6.127509933018542,2.573174690577403,0,1,0,0.8934245922510263,63.593743440834174,0.23649835452328158
SCAM_0081,43,25208.657915017895,10932.531527227498,942.0035056075036,53,False,solana,1e-05,2.52086579150179e-05,22.101640734341984,22.294447525101063,12.459890079861376,0,1,0,0.40928964322855527,17.44450936310192,1.0087236414738552
SCAM_0082,34,8880.492829869952,3702.6490159322175,1591.318003679422,93,False,solana,1e-05,8.880492829869953e-06,6.0167650697638075,21.258020182601552,5.661633083945098,0,0,0,0.0640081390400405,16.92891493275981,3.5331311647677346
SCAM_0083,14,15849.150448987544,1149.3085910575849,663.8277984183196,88,False,solana,1e-05,1.5849150448987544e-05,9.315657079732178,24.99435346572261,8.396616666797554,1,1,0,0.10467030426665369,7.4587393080710065,2.683047824658456
SCAM_0084,30,37981.487859094246,9857.252919923449,15477.616426897344,48,False,solana,1e-05,3.798148785909425e-05,6.25716742746937,24.93273674147811,6.485180998643298,0,1,0,0.12769729443815042,315.869722997905,3.9846683066265913
SCAM_0085,28,5756.7807626747635,1000.0,973.541813092678,24,False,solana,1e-05,5.756780762674764e-06,30.456416450551217,16.10863411205255,7.757781612834034,0,0,0,1.2182566580220486,38.94167252370712,0.5289077307462448
SCAM_0086,39,5459.124568400053,1000.0,500.0,22,False,solana,1e-05,5.459124568400054e-06,17.574239243053068,20.37974830361021,14.661872198500664,0,1,0,0.7640973583936116,21.73913043478261,1.159637582065266
SCAM_0087,45,19756.020745517417,3494.2503681355793,786.6546102738599,49,False,solana,1e-05,1.975602074551742e-05,25.342827646588113,23.89531459764856,6.645312596840325,0,1,0,0.5068565529317622,15.733092205477199,0.9428827331319001
SCAM_0088,7,3000.0,1000.0,500.0,17,False,solana,1e-05,3e-06,41.30265895704372,21.99294781354823,11.761688165641047,0,1,0,2.2945921642802065,27.77777777777778,0.532482614155404
SCAM_0089,28,7601.859753257044,1522.3193509804664,500.0,15,False,solana,1e-05,7.601859753257045e-06,14.971689165954999,9.946962034863953,10.044957641782894,0,1,0,0.9357305728721874,31.25,0.6643847547154899
SCAM_0090,31,5940.090350367207,9464.664238801994,1542.0674073760144,25,False,solana,1e-05,5.940090350367208e-06,21.415316921425188,14.01088270620187,13.609752141890315,0,1,0,0.8236660354394303,59.31028489907748,0.654245872566578
SCAM_0091,17,30075.293152805592,8092.366096647467,1766.5664298211984,99,False,solana,1e-05,3.0075293152805595e-05,35.22204554172195,7.5831883030299,18.799765047170403,0,1,0,0.35222045541721947,17.665664298211983,0.21529664692052053
SCAM_0092,4,3067.1829700449025,1000.0,500.0,80,False,solana,1e-05,3.067182970044903e-06,14.151926619664899,24.081020545174447,14.918869846994756,0,0,0,0.17471514345265307,6.172839506172839,1.7016072221580705
SCAM_0093,31,33971.01243283532,6390.647967870574,2504.1075262705294,33,False,solana,1e-05,3.3971012432835323e-05,8.079196393151719,17.123492689017603,5.083867193224378,0,0,0,0.23762342332799172,73.65022136089793,2.1194549375495773
SCAM_0094,18,14964.981929213702,1917.177811289574,678.7298789928585,17,False,solana,1e-05,1.4964981929213705e-05,16.590058116550722,9.572856110069255,1.5924795661644087,1,1,0,0.921669895363929,37.70721549960325,0.5770236633434137
SCAM_0095,45,17671.817131852957,2575.6096936250647,1372.1495515863592,95,False,solana,1e-05,1.7671817131852956e-05,11.448851490160177,18.434013688117133,5.983016841696677,1,0,0,0.1192588696891685,14.293224495691241,1.6101190326689363
SCAM_0096,11,3000.0,1000.0,500.0,32,False,solana,1e-05,3e-06,42.18790609370292,17.362564809157917,12.306480683304843,0,0,0,1.2784213967788765,15.151515151515152,0.41155313018339035
SCAM_0097,34,3000.0,1372.107691812497,801.5258152998456,62,False,solana,1e-05,3e-06,37.32481518257668,12.16325436065681,1.9770904562007567,1,1,0,0.5924573838504235,12.722631988886437,0.32587580945367345
SCAM_0098,37,3000.0,1000.0,541.249783258237,30,False,solana,1e-05,3e-06,30.33615026041694,7.27115184399258,10.43095869682349,0,1,0,0.9785854922715141,17.459670427685065,0.2396860439223365
SCAM_0099,8,3003.274622584571,1619.4731562231434,1283.0392236652071,55,False,solana,1e-05,3.003274622584571e-06,39.85842360750871,18.431463911855992,12.340014129420895,0,1,0,0.7117575644197984,22.91141470830727,0.46242330336218734
SCAM_0100,40,5235.140270568689,1732.2941314434167,2773.13341145976,39,False,solana,1e-05,5.235140270568689e-06,37.14688307596458,15.406154018075867,7.3506339255222555,0,1,0,0.9286720768991146,69.328335286494,0.41473611624845824
SCAM_0101,43,5132.754941509612,1390.5256661634908,761.0673836139199,79,False,solana,1e-05,5.1327549415096124e-06,12.462802355441433,20.446367834712788,15.647331871170616,0,0,0,0.15578502944301792,9.513342295173999,1.640591517857541
SCAM_0102,44,3000.0,1116.4439078155929,500.0,63,False,solana,1e-05,3e-06,40.70235993959911,15.403270022239868,3.0253668095416644,0,0,0,0.6359743740562361,7.8125,0.3784367797031757
SCAM_0103,37,3000.0,1000.0,500.0,23,False,solana,1e-05,3e-06,26.573689676626028,22.0436300063708,2.4276178529803665,1,0,0,1.1072370698594178,20.833333333333332,0.8295283896887923
SCAM_0104,31,11056.53543418149,8950.15441668681,4194.09541216641,40,False,solana,1e-05,1.105653543418149e-05,37.2976062065625,16.03813677548971,14.835586367868464,0,1,0,0.9096977123551829,102.29501005283926,0.4300044535361576
SCAM_0105,43,22035.32552887001,4658.786120211104,2316.8377570646135,88,False,solana,1e-05,2.2035325528870012e-05,40.84365199693973,16.218759430707724,10.41433500791777,0,1,0,0.4589174381678621,26.031884910838354,0.3970937621230797
SCAM_0106,41,4368.887014857267,6076.08529452265,909.277749738404,80,False,solana,1e-05,4.368887014857267e-06,17.720138998874553,22.5330720531669,14.079645532126985,0,0,0,0.21876714813425374,11.225651231338322,1.2716080868962947
SCAM_0107,29,21282.450273014212,1577.2529301205775,1270.934809795592,78,False,solana,1e-05,2.1282450273014214e-05,9.40207698110707,13.069657324247942,9.261719433471178,1,1,0,0.1190136326722414,16.08778240247585,1.390081930739408
SCAM_0108,18,20656.44784879059,2445.4780520504396,868.4509905931477,58,False,solana,1e-05,2.065644784879059e-05,14.117406501677667,7.680304569012815,5.681638631543029,0,1,0,0.23927807629962147,14.719508315138096,0.5440308435941178
SCAM_0109,30,33607.44958257053,7240.247463062718,5854.753327966124,27,False,solana,1e-05,3.360744958257053e-05,22.08431154505025,5.5756535262667795,16.562944035809796,0,1,0,0.7887254123232232,209.0983331416473,0.2524712402576107
